invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,vat,total,date,time,payment_method,rating
706-36-6154,D,Chicago,Member,Male,Home and lifestyle,19.36,9,8.712,182.952,2019-01-18,18:43:00,Ewallet,8.7
778-89-7974,B,Chicago,Normal,Male,Health and beauty,70.21,6,21.063,442.323,2019-03-30,14:58:00,Cash,7.4
574-31-8277,C,Dallas,Member,Male,Fashion accessories,33.63,1,1.6815,35.3115,2019-03-20,19:55:00,Cash,5.6
859-71-0933,E,Philadelphia,Member,Female,Sports and travel,15.49,2,1.549,32.529,2019-01-16,15:10:00,Cash,6.3
740-11-5257,D,Houston,Normal,Male,Electronic accessories,24.74,10,12.37,259.77,2019-02-24,16:44:00,Cash,7.1
369-82-2676,B,Philadelphia,Normal,Male,Electronic accessories,75.66,5,18.915,397.215,2019-01-15,18:22:00,Ewallet,7.8
563-47-4072,D,San Antonio,Normal,Female,Health and beauty,55.81,6,16.743,351.603,2019-01-22,11:52:00,Cash,9.9
742-04-5161,B,Houston,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,2019-02-03,17:24:00,Cash,7.3
149-15-7606,E,Chicago,Member,Male,Sports and travel,37.32,9,16.794,352.674,2019-03-06,15:31:00,Ewallet,5.1
133-77-3154,D,San Diego,Member,Male,Fashion accessories,60.18,4,12.036,252.756,2019-02-16,18:04:00,Credit card,9.4
169-52-4504,E,San Jose,Normal,Female,Electronic accessories,15.69,3,2.3535,49.4235,2019-03-14,14:13:00,Credit card,5.8
250-81-7186,B,Houston,Normal,Female,Electronic accessories,99.69,1,4.9845,104.6745,2019-02-27,10:23:00,Credit card,8
562-12-5430,E,Los Angeles,Member,Female,Fashion accessories,88.15,3,13.2225,277.6725,2019-01-18,10:11:00,Ewallet,7.9
816-72-8853,E,San Antonio,Member,Female,Sports and travel,27.93,5,6.9825,146.6325,2019-01-29,15:48:00,Cash,5.9
491-38-3499,D,Phoenix,Member,Male,Fashion accessories,55.45,1,2.7725,58.2225,2019-02-26,17:46:00,Credit card,4.9
322-02-2271,B,Phoenix,Normal,Female,Sports and travel,42.97,3,6.4455,135.3555,2019-02-03,11:46:00,Cash,9.3
842-29-4695,D,San Diego,Member,Male,Sports and travel,17.14,7,5.999,125.979,2019-01-16,12:07:00,Credit card,7.9
725-67-2480,D,San Diego,Member,Female,Fashion accessories,58.75,6,17.625,370.125,2019-03-24,18:14:00,Credit card,5.9
641-51-2661,D,San Antonio,Member,Female,Food and beverages,87.1,10,43.55,914.55,2019-02-12,14:45:00,Credit card,9.9
714-02-3114,D,San Diego,Normal,Female,Sports and travel,98.8,2,9.88,207.48,2019-02-21,11:39:00,Cash,7.7
518-17-2983,D,San Antonio,Normal,Female,Fashion accessories,48.63,4,9.726,204.246,2019-02-04,15:44:00,Ewallet,7.6
779-42-2410,B,Chicago,Member,Male,Food and beverages,57.74,3,8.661,181.881,2019-02-20,13:06:00,Ewallet,7.7
190-14-3147,C,Dallas,Normal,Female,Health and beauty,17.97,4,3.594,75.474,2019-02-23,20:43:00,Ewallet,6.4
408-66-6712,D,Los Angeles,Member,Female,Health and beauty,47.71,6,14.313,300.573,2019-02-16,14:19:00,Ewallet,4.4
679-22-6530,B,Phoenix,Normal,Female,Sports and travel,40.62,2,4.062,85.302,2019-01-17,10:01:00,Credit card,4.1
588-47-8641,E,New York,Member,Male,Fashion accessories,56.04,10,28.02,588.42,2019-01-14,19:30:00,Ewallet,4.4
642-61-4706,E,Dallas,Member,Male,Food and beverages,93.4,2,9.34,196.14,2019-03-30,16:34:00,Cash,5.5
576-31-4774,D,Philadelphia,Normal,Female,Health and beauty,73.41,3,11.0115,231.2415,2019-03-02,13:10:00,Ewallet,4
556-41-6224,E,Chicago,Normal,Male,Health and beauty,33.64,8,13.456,282.576,2019-02-15,17:10:00,Credit card,9.3
811-03-8790,C,Philadelphia,Normal,Female,Electronic accessories,45.48,10,22.74,477.54,2019-03-01,10:22:00,Credit card,4.8
242-11-3142,E,Phoenix,Member,Male,Fashion accessories,83.77,2,8.377,175.917,2019-02-24,19:57:00,Cash,4.6
752-23-3760,D,New York,Member,Female,Sports and travel,64.08,7,22.428,470.988,2019-02-19,19:29:00,Credit card,7.3
274-05-5470,D,New York,Member,Female,Food and beverages,73.47,4,14.694,308.574,2019-02-23,18:30:00,Cash,6
648-94-3045,C,Dallas,Normal,Male,Health and beauty,58.95,10,29.475,618.975,2019-02-07,14:27:00,Ewallet,8.1
130-67-4723,D,Houston,Member,Male,Food and beverages,48.5,6,14.55,305.55,2019-01-11,13:57:00,Ewallet,9.4
528-87-5606,C,Los Angeles,Member,Female,Electronic accessories,39.48,1,1.974,41.454,2019-02-12,19:43:00,Cash,6.5
320-85-2052,D,Chicago,Normal,Female,Sports and travel,34.81,1,1.7405,36.5505,2019-01-14,10:11:00,Credit card,7
370-96-0655,C,Chicago,Normal,Female,Fashion accessories,49.32,6,14.796,310.716,2019-01-09,13:46:00,Ewallet,7.1
105-10-6182,D,Los Angeles,Member,Male,Fashion accessories,21.48,2,2.148,45.108,2019-02-27,12:22:00,Ewallet,6.6
510-79-0415,B,Chicago,Member,Female,Sports and travel,23.08,6,6.924,145.404,2019-01-24,19:20:00,Ewallet,4.9
241-96-5076,D,New York,Member,Female,Home and lifestyle,49.1,2,4.91,103.11,2019-01-08,12:58:00,Credit card,6.4
767-97-4650,B,New York,Member,Female,Sports and travel,64.83,2,6.483,136.143,2019-01-08,11:59:00,Credit card,8
648-83-1321,B,Chicago,Member,Male,Home and lifestyle,63.56,10,31.78,667.38,2019-01-16,17:59:00,Cash,4.3
173-57-2300,C,San Antonio,Member,Male,Sports and travel,72.88,2,7.288,153.048,2019-03-13,12:51:00,Cash,6.1
305-03-2383,C,Dallas,Normal,Female,Food and beverages,67.1,3,10.065,211.365,2019-02-15,10:36:00,Cash,7.5
394-55-6384,B,Dallas,Member,Female,Sports and travel,70.19,9,31.5855,663.2955,2019-01-25,13:38:00,Cash,6.7
266-20-6657,E,San Antonio,Member,Male,Food and beverages,55.04,7,19.264,404.544,2019-03-12,19:39:00,Ewallet,5.2
689-05-1884,C,New York,Member,Male,Health and beauty,48.63,10,24.315,510.615,2019-03-04,12:44:00,Cash,8.8
196-01-2849,B,New York,Member,Female,Fashion accessories,73.38,7,25.683,539.343,2019-02-10,13:56:00,Cash,9.5
372-62-5264,C,San Jose,Normal,Female,Food and beverages,52.6,9,23.67,497.07,2019-01-16,14:42:00,Cash,7.6
800-09-8606,C,Los Angeles,Member,Female,Home and lifestyle,87.37,5,21.8425,458.6925,2019-01-29,19:45:00,Cash,6.6
182-52-7000,C,Chicago,Member,Female,Sports and travel,27.04,4,5.408,113.568,2019-01-01,20:26:00,Ewallet,6.9
826-58-8051,B,Philadelphia,Normal,Male,Home and lifestyle,62.19,4,12.438,261.198,2019-01-06,19:46:00,Ewallet,4.3
868-06-0466,C,San Antonio,Member,Male,Electronic accessories,69.58,9,31.311,657.531,2019-02-19,19:38:00,Credit card,7.8
751-41-9720,E,Dallas,Normal,Male,Home and lifestyle,97.5,10,48.75,1023.75,2019-01-12,16:18:00,Ewallet,8
626-43-7888,B,Los Angeles,Normal,Female,Fashion accessories,60.41,8,24.164,507.444,2019-02-07,12:23:00,Ewallet,9.6
176-64-7711,C,Los Angeles,Normal,Male,Food and beverages,32.32,3,4.848,101.808,2019-03-27,19:11:00,Credit card,4.3
191-29-0321,D,Philadelphia,Member,Female,Fashion accessories,19.77,10,9.885,207.585,2019-02-27,18:57:00,Credit card,5
729-06-2010,B,Dallas,Member,Male,Health and beauty,80.47,9,36.2115,760.4415,2019-01-06,11:18:00,Cash,9.2
640-48-5028,D,San Jose,Member,Female,Home and lifestyle,88.39,9,39.7755,835.2855,2019-03-02,12:40:00,Cash,6.3
186-79-9562,E,Houston,Normal,Male,Health and beauty,71.77,7,25.1195,527.5095,2019-03-29,14:06:00,Cash,8.9
834-45-5519,B,Houston,Normal,Female,Electronic accessories,43,4,8.6,180.6,2019-01-31,20:48:00,Ewallet,7.6
162-65-8559,E,Dallas,Member,Male,Food and beverages,68.98,1,3.449,72.429,2019-01-21,20:13:00,Cash,4.8
760-27-5490,C,San Diego,Normal,Male,Fashion accessories,15.62,8,6.248,131.208,2019-01-20,20:37:00,Ewallet,9.1
445-30-9252,D,Los Angeles,Normal,Male,Sports and travel,25.7,3,3.855,80.955,2019-01-17,17:59:00,Ewallet,6.1
786-94-2700,E,San Antonio,Member,Male,Food and beverages,80.62,6,24.186,507.906,2019-02-28,20:18:00,Cash,9.1
728-88-7867,C,San Diego,Member,Female,Home and lifestyle,75.53,4,15.106,317.226,2019-03-19,15:52:00,Ewallet,8.3
183-21-3799,E,Houston,Normal,Female,Electronic accessories,77.63,9,34.9335,733.6035,2019-02-19,15:14:00,Ewallet,7.2
268-20-3585,B,San Diego,Normal,Female,Health and beauty,13.85,9,6.2325,130.8825,2019-02-04,12:50:00,Ewallet,6
735-32-9839,E,Philadelphia,Member,Male,Fashion accessories,98.7,8,39.48,829.08,2019-01-31,10:36:00,Ewallet,8.5
258-92-7466,B,Houston,Normal,Female,Health and beauty,35.68,5,8.92,187.32,2019-02-06,18:33:00,Credit card,6.6
857-16-3520,C,San Diego,Member,Female,Fashion accessories,71.46,7,25.011,525.231,2019-03-28,16:06:00,Ewallet,4.5
482-17-1179,C,Chicago,Member,Male,Electronic accessories,11.94,3,1.791,37.611,2019-01-19,12:47:00,Credit card,8.1
788-21-5741,B,Chicago,Normal,Male,Fashion accessories,45.38,3,6.807,142.947,2019-02-17,13:34:00,Credit card,7.2
821-14-9046,C,Philadelphia,Member,Female,Fashion accessories,17.48,6,5.244,110.124,2019-01-18,15:04:00,Credit card,6.1
418-05-0656,B,San Jose,Normal,Female,Fashion accessories,25.56,7,8.946,187.866,2019-02-02,20:42:00,Cash,7.1
678-79-0726,D,Los Angeles,Member,Female,Sports and travel,90.63,9,40.7835,856.4535,2019-01-18,15:28:00,Cash,5.1
776-68-1096,D,Chicago,Normal,Male,Home and lifestyle,44.12,3,6.618,138.978,2019-03-18,13:45:00,Credit card,7.9
592-46-1692,B,Chicago,Member,Female,Food and beverages,36.77,7,12.8695,270.2595,2019-01-11,20:10:00,Cash,7.4
434-35-9162,B,San Diego,Member,Male,Food and beverages,23.34,4,4.668,98.028,2019-02-04,18:53:00,Ewallet,7.4
149-14-0304,D,Chicago,Member,Female,Health and beauty,28.5,8,11.4,239.4,2019-02-06,14:24:00,Cash,6.6
442-44-6497,C,Chicago,Member,Male,Home and lifestyle,55.57,3,8.3355,175.0455,2019-01-08,11:42:00,Credit card,5.9
174-64-0215,C,Chicago,Normal,Male,Sports and travel,69.74,10,34.87,732.27,2019-03-05,17:49:00,Credit card,8.9
210-74-9613,E,Los Angeles,Normal,Male,Fashion accessories,97.26,4,19.452,408.492,2019-03-16,15:33:00,Ewallet,6.8
299-29-0180,E,San Antonio,Member,Female,Home and lifestyle,52.18,7,18.263,383.523,2019-03-09,10:54:00,Cash,9.3
247-11-2470,C,San Jose,Member,Female,Fashion accessories,22.32,4,4.464,93.744,2019-03-01,16:23:00,Credit card,4.4
635-28-5728,B,San Antonio,Normal,Male,Health and beauty,56,3,8.4,176.4,2019-02-28,19:33:00,Ewallet,4.8
756-49-0168,D,San Diego,Member,Male,Fashion accessories,19.7,1,0.985,20.685,2019-02-08,11:39:00,Ewallet,9.5
438-23-1242,D,San Antonio,Normal,Male,Electronic accessories,75.88,7,26.558,557.718,2019-01-24,10:38:00,Ewallet,8.9
238-45-6950,C,Philadelphia,Member,Male,Food and beverages,53.72,1,2.686,56.406,2019-03-01,20:03:00,Ewallet,6.4
607-65-2441,C,San Jose,Member,Male,Health and beauty,81.95,10,40.975,860.475,2019-03-10,12:39:00,Credit card,6
386-27-7606,B,San Jose,Member,Female,Home and lifestyle,81.2,7,28.42,596.82,2019-03-23,15:59:00,Credit card,8.1
137-63-5492,B,Philadelphia,Normal,Male,Electronic accessories,58.76,10,29.38,616.98,2019-01-29,14:26:00,Ewallet,9
197-77-7132,B,New York,Member,Male,Electronic accessories,91.56,8,36.624,769.104,2019-01-12,18:22:00,Ewallet,6
805-86-0265,E,San Diego,Normal,Male,Home and lifestyle,93.96,9,42.282,887.922,2019-03-20,11:32:00,Cash,9.8
733-29-1227,E,Los Angeles,Normal,Male,Home and lifestyle,55.61,7,19.4635,408.7335,2019-03-23,12:41:00,Cash,8.5
451-73-2711,C,Philadelphia,Normal,Male,Food and beverages,84.83,1,4.2415,89.0715,2019-01-14,15:20:00,Ewallet,8.8
373-14-0504,E,San Jose,Member,Female,Sports and travel,71.63,2,7.163,150.423,2019-02-12,14:33:00,Ewallet,8.8
546-80-2899,B,Chicago,Member,Male,Home and lifestyle,37.69,2,3.769,79.149,2019-02-20,15:29:00,Ewallet,9.5
345-68-9016,B,San Diego,Member,Female,Sports and travel,31.67,8,12.668,266.028,2019-01-02,16:19:00,Credit card,5.6
390-17-5806,B,Philadelphia,Member,Female,Food and beverages,38.42,1,1.921,40.341,2019-02-02,16:33:00,Cash,8.6
457-13-1708,B,San Jose,Member,Male,Fashion accessories,65.23,10,32.615,684.915,2019-01-08,19:07:00,Credit card,5.2
664-14-2882,D,Philadelphia,Member,Female,Home and lifestyle,10.53,5,2.6325,55.2825,2019-01-30,14:43:00,Credit card,5.8
487-79-6868,E,Chicago,Member,Female,Home and lifestyle,12.29,9,5.5305,116.1405,2019-03-26,19:28:00,Credit card,8
314-23-4520,D,Dallas,Member,Male,Health and beauty,81.23,7,28.4305,597.0405,2019-01-15,20:44:00,Cash,9
210-30-7976,E,Los Angeles,Member,Female,Fashion accessories,22.32,4,4.464,93.744,2019-03-14,11:16:00,Ewallet,4.1
585-86-8361,B,Philadelphia,Normal,Female,Food and beverages,27.28,5,6.82,143.22,2019-02-03,10:31:00,Credit card,8.6
807-14-7833,C,New York,Member,Female,Electronic accessories,17.42,10,8.71,182.91,2019-02-22,12:30:00,Ewallet,7
775-72-1988,D,San Antonio,Normal,Male,Home and lifestyle,73.28,5,18.32,384.72,2019-01-24,15:05:00,Ewallet,8.4
288-38-3758,E,Philadelphia,Member,Female,Fashion accessories,84.87,3,12.7305,267.3405,2019-01-25,18:30:00,Ewallet,7.4
652-43-6591,B,San Antonio,Normal,Female,Fashion accessories,97.29,8,38.916,817.236,2019-03-09,13:18:00,Credit card,6.2
785-96-0615,E,Houston,Member,Female,Electronic accessories,35.74,8,14.296,300.216,2019-02-17,15:28:00,Ewallet,4.9
406-46-7107,E,Chicago,Normal,Female,Home and lifestyle,96.52,6,28.956,608.076,2019-01-11,11:52:00,Cash,4.5
250-17-5703,D,Philadelphia,Member,Male,Food and beverages,18.85,10,9.425,197.925,2019-02-27,18:24:00,Ewallet,5.6
156-95-3964,C,San Antonio,Normal,Female,Food and beverages,55.39,4,11.078,232.638,2019-03-25,15:19:00,Ewallet,8
842-40-8179,C,Los Angeles,Member,Female,Food and beverages,77.2,10,38.6,810.6,2019-02-11,10:38:00,Credit card,5.6
525-09-8450,D,San Jose,Normal,Male,Electronic accessories,72.13,10,36.065,757.365,2019-01-31,15:12:00,Credit card,4.2
410-67-1709,B,San Jose,Member,Female,Fashion accessories,63.88,8,25.552,536.592,2019-01-20,17:48:00,Ewallet,9.9
587-73-4862,E,San Diego,Member,Female,Health and beauty,10.69,5,2.6725,56.1225,2019-03-26,11:07:00,Ewallet,7.6
787-87-2010,E,Los Angeles,Member,Male,Health and beauty,55.5,4,11.1,233.1,2019-01-20,15:48:00,Credit card,6.6
593-14-4239,B,Chicago,Normal,Female,Home and lifestyle,95.46,8,38.184,801.864,2019-03-05,19:40:00,Ewallet,4.7
801-88-0346,E,Chicago,Normal,Female,Fashion accessories,76.06,3,11.409,239.589,2019-01-05,20:30:00,Credit card,9.8
388-76-2555,C,New York,Normal,Male,Sports and travel,13.69,6,4.107,86.247,2019-02-13,13:59:00,Cash,6.3
711-31-1234,D,Dallas,Normal,Female,Electronic accessories,95.64,4,19.128,401.688,2019-03-16,18:51:00,Cash,7.9
886-54-6089,E,Phoenix,Normal,Female,Home and lifestyle,11.43,6,3.429,72.009,2019-01-15,17:24:00,Cash,7.7
707-32-7409,E,New York,Member,Female,Sports and travel,95.54,4,19.108,401.268,2019-02-26,11:58:00,Ewallet,4.5
759-98-4285,E,Phoenix,Member,Female,Health and beauty,85.87,7,30.0545,631.1445,2019-02-27,19:01:00,Credit card,8
201-63-8275,D,Los Angeles,Member,Female,Sports and travel,67.99,7,23.7965,499.7265,2019-02-17,16:50:00,Ewallet,5.7
471-06-8611,B,Chicago,Normal,Female,Food and beverages,52.42,1,2.621,55.041,2019-02-06,10:22:00,Credit card,6.3
200-16-5952,E,Dallas,Member,Male,Food and beverages,65.65,2,6.565,137.865,2019-01-17,16:46:00,Cash,6
120-54-2248,B,San Antonio,Normal,Female,Food and beverages,28.86,5,7.215,151.515,2019-01-22,18:08:00,Credit card,8
102-77-2261,E,San Diego,Member,Male,Health and beauty,65.31,7,22.8585,480.0285,2019-03-05,18:02:00,Credit card,4.2
875-31-8302,C,Houston,Normal,Male,Sports and travel,93.38,1,4.669,98.049,2019-01-03,13:07:00,Cash,9.6
102-06-2002,C,New York,Member,Male,Sports and travel,25.25,5,6.3125,132.5625,2019-03-20,17:52:00,Cash,6.1
457-94-0464,D,San Antonio,Member,Male,Electronic accessories,87.87,9,39.5415,830.3715,2019-01-31,20:32:00,Ewallet,5.6
629-42-4133,B,San Antonio,Normal,Male,Health and beauty,21.8,8,8.72,183.12,2019-02-19,19:24:00,Cash,8.3
534-53-3526,C,Dallas,Normal,Female,Sports and travel,94.76,4,18.952,397.992,2019-02-11,16:06:00,Ewallet,7.8
307-04-2070,D,Dallas,Member,Female,Fashion accessories,30.62,1,1.531,32.151,2019-02-05,14:14:00,Credit card,4.1
468-99-7231,B,San Antonio,Normal,Female,Home and lifestyle,44.01,8,17.604,369.684,2019-03-03,17:36:00,Cash,8.8
516-77-6464,C,San Antonio,Member,Female,Health and beauty,10.16,5,2.54,53.34,2019-02-24,13:08:00,Ewallet,4.1
404-91-5964,B,Los Angeles,Normal,Male,Electronic accessories,74.58,7,26.103,548.163,2019-02-04,16:09:00,Credit card,9
886-77-9084,B,Los Angeles,Normal,Male,Electronic accessories,71.89,8,28.756,603.876,2019-02-19,11:33:00,Ewallet,5.5
790-38-4466,C,San Diego,Normal,Female,Health and beauty,10.99,5,2.7475,57.6975,2019-01-23,10:18:00,Credit card,9.3
704-10-4056,C,Houston,Member,Male,Health and beauty,60.47,3,9.0705,190.4805,2019-01-14,10:55:00,Credit card,5.6
497-37-6538,B,Philadelphia,Normal,Male,Sports and travel,58.91,7,20.6185,432.9885,2019-01-17,15:15:00,Ewallet,9.7
651-96-5970,B,Houston,Normal,Male,Fashion accessories,46.41,1,2.3205,48.7305,2019-03-03,20:06:00,Credit card,4
400-80-4065,D,Dallas,Member,Male,Health and beauty,68.55,4,13.71,287.91,2019-02-15,20:21:00,Credit card,9.2
744-16-7898,C,San Jose,Normal,Female,Home and lifestyle,97.37,10,48.685,1022.385,2019-01-15,13:48:00,Credit card,4.9
263-12-5321,B,San Antonio,Member,Male,Electronic accessories,92.6,7,32.41,680.61,2019-02-27,12:52:00,Credit card,9.3
702-72-0487,B,Chicago,Normal,Female,Electronic accessories,46.61,2,4.661,97.881,2019-02-26,12:28:00,Credit card,6.6
605-83-1050,E,New York,Normal,Male,Fashion accessories,27.18,2,2.718,57.078,2019-03-15,16:26:00,Ewallet,4.3
443-60-9639,C,San Antonio,Member,Female,Home and lifestyle,60.87,1,3.0435,63.9135,2019-01-24,13:24:00,Cash,5.5
864-24-7918,D,New York,Member,Female,Sports and travel,24.49,10,12.245,257.145,2019-02-22,15:15:00,Cash,8.1
359-94-5395,D,San Antonio,Normal,Male,Health and beauty,92.78,1,4.639,97.419,2019-03-15,10:50:00,Credit card,9.8
401-09-4232,C,Chicago,Member,Male,Home and lifestyle,86.69,5,21.6725,455.1225,2019-02-11,18:38:00,Ewallet,9.4
751-15-6198,C,New York,Normal,Male,Sports and travel,23.01,6,6.903,144.963,2019-01-12,16:45:00,Ewallet,7.9
324-41-6833,C,Philadelphia,Member,Female,Electronic accessories,30.2,8,12.08,253.68,2019-03-03,19:30:00,Ewallet,5.1
474-33-8305,D,Philadelphia,Member,Male,Fashion accessories,67.39,7,23.5865,495.3165,2019-03-23,13:23:00,Ewallet,6.9
759-29-9521,B,New York,Member,Female,Fashion accessories,48.96,9,22.032,462.672,2019-03-04,11:27:00,Cash,8
831-81-6575,D,San Antonio,Member,Female,Electronic accessories,75.59,9,34.0155,714.3255,2019-02-23,11:12:00,Cash,8
220-68-6701,B,San Diego,Normal,Female,Home and lifestyle,77.47,4,15.494,325.374,2019-03-17,16:36:00,Cash,4.2
618-34-8551,B,Los Angeles,Normal,Female,Sports and travel,93.18,2,9.318,195.678,2019-01-16,18:41:00,Credit card,8.5
257-60-7754,D,Phoenix,Normal,Female,Electronic accessories,50.23,4,10.046,210.966,2019-01-08,17:12:00,Cash,9
559-61-5987,D,Houston,Normal,Female,Health and beauty,17.75,1,0.8875,18.6375,2019-01-14,10:38:00,Cash,8.6
189-55-2313,A,Philadelphia,Normal,Female,Fashion accessories,62.18,10,31.09,652.89,2019-01-31,10:33:00,Ewallet,6
565-91-4567,D,San Antonio,Normal,Male,Health and beauty,10.75,8,4.3,90.3,2019-03-15,14:38:00,Ewallet,6.2
380-60-5336,C,San Jose,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,2019-02-24,18:06:00,Credit card,5
815-04-6282,A,San Antonio,Member,Female,Sports and travel,64.97,5,16.2425,341.0925,2019-02-08,12:52:00,Credit card,6.5
674-56-6360,D,Los Angeles,Normal,Male,Electronic accessories,95.15,1,4.7575,99.9075,2019-03-22,14:00:00,Cash,6
778-34-2523,A,Los Angeles,Member,Female,Electronic accessories,48.62,8,19.448,408.408,2019-01-24,10:57:00,Cash,5
499-27-7781,D,Houston,Normal,Female,Food and beverages,53.21,8,21.284,446.964,2019-03-14,16:45:00,Ewallet,5
477-59-2456,E,Dallas,Normal,Female,Fashion accessories,45.44,7,15.904,333.984,2019-01-23,11:15:00,Cash,9.2
832-51-6761,D,Houston,Normal,Male,Food and beverages,33.88,8,13.552,284.592,2019-01-19,20:29:00,Ewallet,9.6
869-11-3082,E,New York,Member,Male,Health and beauty,96.16,4,19.232,403.872,2019-01-27,20:03:00,Credit card,8.4
190-59-3964,C,Phoenix,Member,Male,Food and beverages,47.16,5,11.79,247.59,2019-02-03,14:35:00,Credit card,6
366-43-6862,B,Phoenix,Normal,Male,Electronic accessories,52.89,4,10.578,222.138,2019-03-25,16:32:00,Ewallet,6.7
186-43-8965,A,Chicago,Member,Female,Home and lifestyle,47.68,2,4.768,100.128,2019-02-24,10:10:00,Credit card,4.1
784-21-9238,E,Dallas,Member,Male,Sports and travel,10.17,1,0.5085,10.6785,2019-02-07,14:15:00,Cash,5.9
276-75-6884,C,New York,Normal,Female,Health and beauty,68.71,3,10.3065,216.4365,2019-03-04,10:05:00,Cash,8.7
109-86-4363,D,Phoenix,Member,Female,Sports and travel,60.08,7,21.028,441.588,2019-02-14,11:36:00,Credit card,4.5
569-76-2760,B,San Antonio,Member,Female,Sports and travel,22.01,4,4.402,92.442,2019-01-29,18:15:00,Credit card,6.6
222-42-0244,A,Philadelphia,Member,Female,Health and beauty,72.11,9,32.4495,681.4395,2019-01-28,13:53:00,Credit card,7.7
760-53-9233,C,San Jose,Member,Male,Fashion accessories,41.28,3,6.192,130.032,2019-03-26,18:37:00,Credit card,8.5
538-22-0304,D,San Jose,Normal,Male,Electronic accessories,64.95,10,32.475,681.975,2019-03-24,18:27:00,Cash,5.2
416-17-9926,A,Houston,Member,Female,Electronic accessories,74.22,10,37.11,779.31,2019-01-01,14:42:00,Credit card,4.3
237-44-6163,A,Philadelphia,Normal,Male,Electronic accessories,10.56,8,4.224,88.704,2019-01-24,17:43:00,Cash,7.6
636-17-0325,D,San Diego,Normal,Male,Health and beauty,62.57,4,12.514,262.794,2019-02-25,18:37:00,Cash,9.5
343-75-9322,E,Philadelphia,Member,Female,Sports and travel,11.85,8,4.74,99.54,2019-01-09,16:34:00,Cash,4.1
528-14-9470,D,Houston,Member,Male,Health and beauty,91.3,1,4.565,95.865,2019-02-14,14:42:00,Ewallet,9.2
427-45-9297,A,Dallas,Member,Female,Home and lifestyle,40.73,7,14.2555,299.3655,2019-03-12,11:01:00,Ewallet,5.4
807-34-3742,B,Houston,Normal,Male,Fashion accessories,52.38,1,2.619,54.999,2019-03-26,19:44:00,Cash,5.8
288-62-1085,E,Dallas,Member,Male,Fashion accessories,38.54,5,9.635,202.335,2019-01-09,13:34:00,Ewallet,5.6
670-71-7306,E,San Diego,Normal,Male,Sports and travel,44.63,6,13.389,281.169,2019-01-02,20:08:00,Credit card,5.1
660-29-7083,D,Phoenix,Normal,Male,Electronic accessories,55.87,10,27.935,586.635,2019-01-15,15:01:00,Cash,5.8
271-77-8740,E,San Antonio,Member,Female,Sports and travel,29.22,6,8.766,184.086,2019-01-01,11:40:00,Ewallet,5
497-36-0989,E,San Jose,Normal,Male,Fashion accessories,51.94,3,7.791,163.611,2019-02-15,15:21:00,Cash,7.9
291-59-1384,C,New York,Normal,Male,Electronic accessories,60.3,1,3.015,63.315,2019-02-28,17:38:00,Cash,6
860-73-6466,C,Chicago,Member,Female,Sports and travel,39.47,2,3.947,82.887,2019-03-02,16:16:00,Credit card,5
549-23-9016,A,San Antonio,Member,Female,Food and beverages,14.87,2,1.487,31.227,2019-02-13,18:15:00,Credit card,8.9
896-34-0956,A,Chicago,Normal,Male,Fashion accessories,21.32,1,1.066,22.386,2019-01-26,12:43:00,Cash,5.9
804-38-3935,A,New York,Member,Male,Electronic accessories,93.78,3,14.067,295.407,2019-01-30,11:32:00,Credit card,5.9
585-90-0249,E,Los Angeles,Member,Male,Electronic accessories,73.26,1,3.663,76.923,2019-01-27,18:08:00,Ewallet,9.7
862-29-5914,E,Dallas,Normal,Female,Sports and travel,22.38,1,1.119,23.499,2019-01-30,17:08:00,Credit card,8.6
845-94-6841,D,San Diego,Member,Female,Food and beverages,72.88,9,32.796,688.716,2019-01-08,19:38:00,Cash,4
125-45-2293,D,Los Angeles,Normal,Female,Fashion accessories,99.1,6,29.73,624.33,2019-01-19,13:11:00,Cash,4.2
843-73-4724,A,Phoenix,Normal,Male,Fashion accessories,74.1,1,3.705,77.805,2019-01-25,11:05:00,Cash,9.2
409-33-9708,E,New York,Normal,Female,Fashion accessories,98.48,2,9.848,206.808,2019-02-19,10:12:00,Ewallet,9.2
658-66-3967,B,Philadelphia,Normal,Male,Health and beauty,53.19,7,18.6165,390.9465,2019-01-14,15:42:00,Ewallet,5
866-70-2814,B,Los Angeles,Normal,Female,Electronic accessories,52.79,10,26.395,554.295,2019-02-25,11:58:00,Ewallet,10
160-22-2687,B,San Jose,Member,Female,Health and beauty,95.95,5,23.9875,503.7375,2019-01-23,14:21:00,Ewallet,8.8
895-03-6665,D,Los Angeles,Normal,Female,Fashion accessories,36.51,9,16.4295,345.0195,2019-02-16,10:52:00,Cash,4.2
770-42-8960,A,Houston,Normal,Male,Food and beverages,21.12,8,8.448,177.408,2019-01-01,19:31:00,Cash,6.3
748-45-2862,D,San Jose,Member,Female,Home and lifestyle,28.31,4,5.662,118.902,2019-03-07,18:35:00,Cash,8.2
234-36-2483,E,San Antonio,Normal,Male,Health and beauty,57.59,6,17.277,362.817,2019-02-15,13:51:00,Cash,5.1
316-66-3011,A,Los Angeles,Member,Female,Food and beverages,47.63,9,21.4335,450.1035,2019-01-23,12:35:00,Cash,5
